canonical_name,long_tail,wiki_status,recommendation,n_guest_quotes,n_staff_quotes,guest_strong,guest_medium,staff_strong,staff_medium,staff_weak,guest_score,staff_score,flag_public_radio,flag_other_network,exclusion_trigger_label,exclusion_marker,summary_filter_verdict,top_guest_quote,top_guest_source,top_staff_quote,top_staff_source,subst_dedup,n_dates_dedup,span_days_dedup,npr_share,n_programs,first_date,last_date,transcript_ids
Mona Charen,0,has-page,AMBIGUOUS,36,7,28,8,1,0,6,20,7,0,0,"MONA CHAREN, CNN POLITICAL COMMENTATOR",COMMENTATOR,review,"MONA CHAREN, ETHICS AND PUBLIC POLICY CENTER",label:CNN-348336;CNN-350976;CNN-351513,"MONA CHAREN, CNN POLITICAL COMMENTATOR",label:CNN-353405,9,9,2633,0.23,11,2012-07-13,2019-09-28,CNN-14170;CNN-23301;CNN-274557;CNN-275433;CNN-275604;CNN-275605;CNN-275705;CNN-277613;CNN-277617;CNN-333718;CNN-333720;CNN-333724;CNN-333746;CNN-335425;CNN-338218;CNN-344432;CNN-348336;CNN-348338;CNN-350976;CNN-350978;CNN-351513;CNN-352423;CNN-353404;CNN-357933;CNN-358017
Jean Lee,0,has-page,AMBIGUOUS,59,6,53,6,6,0,0,20,12,0,0,"JEAN LEE, CNN CORRESPONDENT",CORRESPONDENT,no,"JEAN LEE, FELLOW, WILSON CENTER",label:CNN-311923;CNN-318500;CNN-320560,"JEAN LEE, CNN CORRESPONDENT",label:CNN-320152;CNN-325359;CNN-332538,8,8,703,0.21,12,2017-02-14,2019-01-18,CNN-241151;CNN-300484;CNN-310081;CNN-311923;CNN-318500;CNN-320425;CNN-320486;CNN-320493;CNN-320560;CNN-338741;CNN-341035;CNN-341144;CNN-341243;CNN-341308;CNN-341390;CNN-341665;CNN-341671;CNN-341756;CNN-342392;CNN-342427;CNN-342431;CNN-342479;CNN-342787;CNN-366879;CNN-367874
Keith Devlin,0,has-page,AMBIGUOUS,14,4,9,5,2,2,0,20,10,0,0,"KEITH DEVLIN, BYLINE",BYLINE,no,Professor KEITH DEVLIN (Stanford University),label:NPR-31880;NPR-49499,"KEITH DEVLIN, BYLINE",label:NPR-46661;NPR-47037,8,8,3381,1.0,3,2007-11-10,2017-02-11,NPR-11521;NPR-12149;NPR-12212;NPR-14122;NPR-1532;NPR-17803;NPR-18951;NPR-31880;NPR-49499
Amy Alexander,0,has-page,AMBIGUOUS,18,17,14,4,0,1,16,20,6,0,0,AMY ALEXANDER reporting,COMMENTATOR,review,Ms. AMY ALEXANDER (Author and Media Critic),label:NPR-4803;NPR-5118,AMY ALEXANDER reporting,label:NPR-44643;NPR-45271,8,8,363,1.0,1,2006-01-10,2007-01-08,NPR-2711;NPR-44643;NPR-45164;NPR-45271;NPR-46079;NPR-46830;NPR-47027;NPR-4803;NPR-4979;NPR-5118
Leroy Sievers,0,has-page,AMBIGUOUS,8,15,4,4,0,1,14,20,6,0,0,LEROY SIEVERS reporting,REPORTING,review,"Author Leroy Sievers talks about his My Cancer blog, chemotherapy, the holidays, and what he's thankful for.",summary:NPR-17119,LEROY SIEVERS reporting,label:NPR-39362,8,8,577,1.0,2,2005-07-08,2007-02-05,NPR-13358;NPR-17119;NPR-36964;NPR-37409;NPR-38256;NPR-39362;NPR-40095;NPR-40504;NPR-40677;NPR-40908
Ross Douthat,0,has-page,AMBIGUOUS,50,6,45,5,5,0,1,20,13,0,0,"ROSS DOUTHAT, CNN POLITICAL COMMENTATOR",COMMENTATOR,review,"ROSS DOUTHAT, OP-ED COLUMNIST, NEW YORK TIMES",label:CNN-273264;CNN-278875;CNN-279146,"ROSS DOUTHAT, CNN POLITICAL COMMENTATOR",label:CNN-214262;CNN-217091;CNN-217096,6,6,931,0.09,18,2009-11-23,2012-06-11,CNN-133047;CNN-133053;CNN-191756;CNN-191818;CNN-191869;CNN-191974;CNN-192105;CNN-192161;CNN-192219;CNN-193667;CNN-193720;CNN-193755;CNN-193928;CNN-194134;CNN-194276;CNN-194424;CNN-194745;CNN-194813;CNN-195113;CNN-195285;CNN-195323;CNN-195325;CNN-195411;CNN-195472;CNN-196267
Ll Cool J,0,has-page-fuzzy,AMBIGUOUS,24,1,9,15,1,0,0,20,3,0,0,"LL COOL J, HOST, 54TH ANNUAL GRAMMY AWARDS",HOST,no,"LL COOL J, ACTOR/MUSICIAN",label:CNN-188231;CNN-189003;CNN-189095,"LL COOL J, GRAMMY HOST",label:CNN-200919,6,6,3412,0.1,18,2004-09-18,2014-01-21,CNN-120422;CNN-150955;CNN-151793;CNN-152984;CNN-15614;CNN-15855;CNN-159969;CNN-16073;CNN-165601;CNN-17012;CNN-173374;CNN-173375;CNN-180908;CNN-180909;CNN-180933;CNN-180972;CNN-180990;CNN-180991;CNN-181005;CNN-181020;CNN-181033;CNN-181034;CNN-18449;CNN-187675;CNN-188231
Michael Isikoff,0,has-page,AMBIGUOUS,86,1,80,6,1,0,0,20,3,0,0,"MICHAEL ISIKOFF, CHIEF INVESTIGATIVE CORRESPONDENT, YAHOO NEWS",REPORTER,review,"MICHAEL ISIKOFF, ""NEWSWEEK""",label:CNN-2529;CNN-22728;CNN-32999,"Yahoo News chief investigative correspondent Michael Isikoff sat down with Bashar al-Assad, the first in-depth interview the Syrian president has given to an American reporter since President Trump's inauguration.","utterance[ROBERT SIEGEL, HOST]:NPR-19350",6,6,4531,0.1,32,2005-10-26,2018-03-23,CNN-103800;CNN-205007;CNN-22728;CNN-2529;CNN-308607;CNN-32999;CNN-335084;CNN-335255;CNN-335350;CNN-33931;CNN-34451;CNN-345277;CNN-34720;CNN-355935;CNN-356007;CNN-356522;CNN-37916;CNN-37974;CNN-385749;CNN-38986;CNN-39655;CNN-40921;CNN-41305;CNN-42171;CNN-45385
Jon Ralston,0,has-page,AMBIGUOUS,21,5,13,8,0,1,4,20,6,0,0,"JON RALSTON, POLITICAL REPORTER",REPORTER,review,"Robert Siegel talks to Jon Ralston, columnist for the Las Vegas Sun, about the GOP Senate primary in Nevada on Tuesday, in which voters will choose an opponent for Democratic Senate Majority Leader Harry Reid.",summary:NPR-35327,"JON RALSTON, POLITICAL REPORTER",label:CNN-122804,6,6,2081,0.57,7,2010-06-07,2016-02-17,CNN-122972;CNN-122988;CNN-144569;CNN-149443;CNN-155266;CNN-165537;NPR-2142;NPR-22826;NPR-34588;NPR-35327;NPR-3842;NPR-44380;NPR-5380;NPR-8030
Patrick Smith,0,has-page,AMBIGUOUS,41,2,24,17,1,0,1,20,4,0,0,"PATRICK SMITH, BYLINE",BYLINE,no,"Mr. PATRICK SMITH (Pilot; Columnist, Salon.com)",label:NPR-36990,"PATRICK SMITH, BYLINE",label:NPR-2433;NPR-2891;NPR-9885,6,6,2169,0.24,14,2008-04-04,2014-03-13,CNN-105101;CNN-134810;CNN-138265;CNN-139074;CNN-139561;CNN-158058;CNN-202072;CNN-210369;CNN-210373;CNN-226485;CNN-226551;CNN-226875;CNN-229477;CNN-235271;CNN-246694;CNN-27171;CNN-276628;CNN-359775;CNN-71328;NPR-13034;NPR-36990;NPR-40372;NPR-40472;NPR-5638;NPR-7074
Reza Aslan,0,has-page,AMBIGUOUS,58,6,49,9,6,0,0,20,12,0,1,"REZA ASLAN, CNN HOST, ""BELIEVER""",HOST,no,"REZA ASLAN, AUTHOR, ""HOW TO WIN A COSMIC WAR""",label:CNN-137289;CNN-139289;CNN-139487,"REZA ASLAN, CNN HOST, ""BELIEVER""",label:CNN-306699;CNN-306827;CNN-307414,5,5,3453,0.12,15,2005-07-28,2015-01-10,CNN-110251;CNN-112373;CNN-112375;CNN-112406;CNN-112408;CNN-112839;CNN-113046;CNN-113196;CNN-113329;CNN-117196;CNN-120732;CNN-128457;CNN-128655;CNN-133699;CNN-133706;CNN-133742;CNN-133743;CNN-133768;CNN-133873;CNN-134440;CNN-134442;CNN-136720;CNN-136751;CNN-137254;CNN-137289
Tom Goldstein,0,has-page,AMBIGUOUS,54,1,36,18,1,0,0,20,3,0,0,"TOM GOLDSTEIN, BYLINE",BYLINE,no,"TOM GOLDSTEIN, CO-FOUNDER, SCOTUS BLOG",label:CNN-207475;CNN-207511;CNN-207539,"TOM GOLDSTEIN, BYLINE",label:NPR-17670,5,5,1463,0.19,24,2012-06-26,2016-06-28,CNN-100151;CNN-100161;CNN-117848;CNN-128037;CNN-138699;CNN-138700;CNN-138706;CNN-138720;CNN-138728;CNN-138760;CNN-138775;CNN-138925;CNN-138943;CNN-138963;CNN-149926;CNN-152526;CNN-156417;CNN-156448;CNN-156452;CNN-16958;CNN-173354;CNN-173386;CNN-173406;CNN-173416;CNN-179881
Eugene Robinson,0,has-page,AMBIGUOUS,22,1,18,4,1,0,0,20,3,0,0,"EUGENE ROBINSON, CNN POLITICAL COMMENTATOR",COMMENTATOR,review,"EUGENE ROBINSON, ""WASHINGTON POST""",label:CNN-102773;CNN-116270,"EUGENE ROBINSON, CNN POLITICAL COMMENTATOR",label:CNN-298225,5,5,3734,0.4,6,2007-04-10,2017-06-30,CNN-102773;CNN-110017;CNN-116270;CNN-119937;CNN-127367;CNN-363443;CNN-365066;CNN-511;CNN-78729;NPR-16206;NPR-17612;NPR-26258;NPR-27286;NPR-27661;NPR-43533
Carol Marin,0,has-page,AMBIGUOUS,35,2,18,17,1,0,1,20,4,0,1,"Ms. CAROL MARIN (Reporter, Chicago Sun-Times)",REPORTER,review,"Ms. CAROL MARIN (Reporter, Chicago Sun-Times)",label:NPR-34780,"CAROL MARIN, CNN CORRESPONDENT (voice-over)",label:CNN-90624,5,5,2058,0.4,5,2010-12-18,2016-08-06,CNN-115780;CNN-133137;CNN-133151;CNN-133662;CNN-134514;CNN-143605;CNN-143641;CNN-86454;CNN-89093;NPR-11432;NPR-11647;NPR-11802;NPR-11952;NPR-48118;NPR-49115
David Miliband,0,has-page,AMBIGUOUS,67,1,59,8,1,0,0,20,3,0,0,"DAVID MILIBAND, CNN CORRESPONDENT",CORRESPONDENT,no,"DAVID MILIBAND, PRESIDENT AND CEO, INTERNATIONAL RESCUE COMMITTEE",label:CNN-263666;CNN-296089;CNN-315019,"DAVID MILIBAND, CNN CORRESPONDENT",label:CNN-322787,4,4,526,0.18,17,2016-02-12,2017-07-22,CNN-118358;CNN-118436;CNN-120258;CNN-132795;CNN-139793;CNN-139850;CNN-140072;CNN-140107;CNN-140118;CNN-146520;CNN-147458;CNN-168857;CNN-182741;CNN-214289;CNN-219208;CNN-229023;CNN-238637;CNN-255818;CNN-256974;CNN-263666;CNN-264093;CNN-264539;CNN-269384;CNN-270425;CNN-270499
Franklin Graham,0,has-page,AMBIGUOUS,59,1,37,22,1,0,0,20,3,0,0,"REV. FRANKLIN GRAHAM, CNN HEROES PANELIST",CNN,no,"REV. FRANKLIN GRAHAM, BILLY GRAHAM EVANGELISTIC ASSOCIATION",label:CNN-24052;CNN-67582,"REV. FRANKLIN GRAHAM, CNN HEROES PANELIST",label:CNN-131352,4,4,5505,0.03,35,2000-12-21,2016-01-17,CNN-100724;CNN-107794;CNN-108146;CNN-110204;CNN-110231;CNN-115870;CNN-116176;CNN-116180;CNN-116852;CNN-116891;CNN-116894;CNN-117030;CNN-126692;CNN-131352;CNN-141354;CNN-150279;CNN-154615;CNN-154621;CNN-163501;CNN-166617;CNN-181462;CNN-181466;CNN-194467;CNN-202959;CNN-203998
John Ridley,0,has-page,AMBIGUOUS,35,23,25,10,15,0,8,20,16,1,1,"JOHN RIDLEY, COMMENTATOR, NATIONAL PUBLIC RADIO",BYLINE,review,"JOHN RIDLEY, FILM DIRECTOR/ACTOR/WRITER",label:CNN-114701;CNN-116055;CNN-124464,"JOHN RIDLEY, NPR CONTRIBUTOR",label:CNN-139086;CNN-139163;CNN-139384,4,4,1035,0.19,15,2005-08-12,2008-06-12,CNN-114701;CNN-116055;CNN-120281;CNN-123168;CNN-124464;CNN-124725;CNN-132126;CNN-132481;CNN-134287;CNN-139086;CNN-139163;CNN-139384;CNN-140194;CNN-154368;CNN-154465;CNN-154468;CNN-154522;CNN-154525;CNN-157657;CNN-158045;CNN-166887;CNN-216909;CNN-221076;CNN-402354;CNN-402355
Walter Cronkite,0,has-page,AMBIGUOUS,50,13,17,33,5,5,3,20,23,0,1,"WALTER CRONKITE, FORMER CBS NEWS ANCHOR",ANCHOR,review,"WALTER CRONKITE, CBS NEWS",label:CNN-79467;CNN-104629;CNN-140532,"WALTER CRONKITE, GUEST HOST",label:CNN-55169;CNN-55205,4,4,1524,0.24,17,2005-05-16,2009-07-18,CNN-104623;CNN-104629;CNN-104729;CNN-108301;CNN-116550;CNN-116598;CNN-140532;CNN-140534;CNN-140565;CNN-140577;CNN-140581;CNN-140878;CNN-146612;CNN-187118;CNN-187159;CNN-187172;CNN-2379;CNN-375308;CNN-393522;CNN-41305;CNN-44502;CNN-50576;CNN-66243;CNN-79467;CNN-85165
Seth Waxman,0,has-page,AMBIGUOUS,33,3,28,5,3,0,0,20,9,0,0,"SETH WAXMAN, CNN LEGAL ANALYST",CNN,no,"SETH WAXMAN, CRIMINAL DEFENSE ATTORNEY",label:CNN-333117;CNN-334254;CNN-339013,"SETH WAXMAN, CNN LEGAL ANALYST",label:CNN-357044,4,4,225,0.24,8,2018-08-11,2019-03-24,CNN-121900;CNN-329990;CNN-331631;CNN-333117;CNN-333880;CNN-334254;CNN-335404;CNN-337252;CNN-338243;CNN-339013;CNN-340254;CNN-340910;CNN-341708;CNN-342761;CNN-346185;CNN-346518;CNN-347182;CNN-347592;CNN-348351;CNN-357044;CNN-92544;CNN-92554;NPR-12825;NPR-29630;NPR-34120
Michael Graham,0,has-page,AMBIGUOUS,21,6,8,13,6,0,0,20,12,0,0,"MICHAEL GRAHAM, RADIO TALK SHOW HOST",REPORTER,no,"MICHAEL GRAHAM, WTNT RADIO REPORTER",label:CNN-62027,"MICHAEL GRAHAM, HOST",label:CNN-127776;CNN-127987;CNN-128027,4,4,288,0.38,8,2016-10-15,2017-07-30,CNN-1031;CNN-12210;CNN-335;CNN-343211;CNN-5834;CNN-65273;CNN-9585;CNN-9785;NPR-10705;NPR-11435;NPR-11505;NPR-11608;NPR-7477
Adam Frank,0,has-page,AMBIGUOUS,11,2,6,5,1,0,1,20,4,0,0,"ADAM FRANK, BYLINE",BYLINE,no,"We're talking with Adam Frank, co-founder and contributor of NPR's 13.7 Cosmos and Culture blog, about the cycles of our lives.","utterance[NEAL CONAN, HOST]:NPR-524","ADAM FRANK, BYLINE",label:NPR-524;NPR-3465;NPR-20086,4,4,1090,1.0,1,2012-12-26,2015-12-21,NPR-23305;NPR-23533;NPR-27248;NPR-30205
Mike Murphy,0,has-page,AMBIGUOUS,54,2,19,35,2,0,0,20,6,0,0,"MIKE MURPHY, GUEST CO-HOST",HOST,no,"MIKE MURPHY, CENTER FOR MISSING AND EXPLOITED CHILDREN",label:CNN-259302,"MIKE MURPHY, GUEST HOST",label:CNN-32764,3,3,831,0.11,31,2009-07-10,2011-10-19,CNN-111536;CNN-111783;CNN-112454;CNN-11370;CNN-11422;CNN-117330;CNN-117331;CNN-117341;CNN-117367;CNN-117369;CNN-117386;CNN-12427;CNN-12812;CNN-12950;CNN-1326;CNN-14665;CNN-15095;CNN-16137;CNN-1779;CNN-203593;CNN-205095;CNN-205109;CNN-205112;CNN-2145;CNN-25504
Cynthia Tucker,0,has-page,AMBIGUOUS,32,4,25,7,2,0,2,20,8,0,0,"CYNTHIA TUCKER, CNN CONVENTION ANALYST",CNN,no,"CYNTHIA TUCKER, ""ATLANTA JOURNAL-CONSTITUTION""",label:CNN-17240;CNN-45991;CNN-61427,"CYNTHIA TUCKER, CNN CONVENTION ANALYST",label:CNN-13165;CNN-13922;CNN-13954,3,3,707,0.06,18,2011-04-22,2013-03-29,CNN-11974;CNN-1290;CNN-13091;CNN-13165;CNN-132472;CNN-13466;CNN-13922;CNN-13954;CNN-151262;CNN-1597;CNN-1598;CNN-17240;CNN-17258;CNN-18182;CNN-1843;CNN-19373;CNN-19555;CNN-20865;CNN-21909;CNN-24210;CNN-24662;CNN-34139;CNN-37042;CNN-4074;CNN-43388
Keli Goff,0,has-page,AMBIGUOUS,46,5,35,11,0,1,4,20,6,0,0,"KELI GOFF, BLOGGER/POLITICAL COMMENTATOR",COMMENTATOR,no,"KELI GOFF, BLOGGER/POLITICAL COMMENTATOR",label:CNN-123455;CNN-123523;CNN-123862,"KELI GOFF, POLITICAL CORRESPONDENT",label:CNN-195272,3,3,1100,0.12,8,2010-01-11,2013-01-15,CNN-121816;CNN-123391;CNN-123865;CNN-124099;CNN-124253;CNN-124906;CNN-125551;CNN-131866;CNN-134025;CNN-140558;CNN-178744;CNN-194207;CNN-196724;CNN-199270;CNN-206047;CNN-210755;CNN-228360;CNN-234652;CNN-236857;CNN-257544;CNN-257559;CNN-274564;CNN-276381;NPR-45889;NPR-5627
John Campbell,0,has-page,AMBIGUOUS,47,3,22,25,3,0,0,20,9,0,0,"JOHN CAMPBELL, CNN LAW ENFORCEMENT ANALYST AND FORMER FBI SPECIAL AGENT",CORRESPONDENT,no,Mr. JOHN CAMPBELL (Former Ambassador to Nigeria),label:NPR-29840,"JOHN CAMPBELL, CNN LAW ENFORCEMENT ANALYST AND FORMER FBI SPECIAL AGENT",label:CNN-335342,3,3,2793,0.21,24,2005-11-17,2013-07-11,CNN-100387;CNN-108244;CNN-123298;CNN-136088;CNN-136095;CNN-140863;CNN-140878;CNN-147611;CNN-147614;CNN-157844;CNN-157845;CNN-157943;CNN-160086;CNN-160134;CNN-162993;CNN-168362;CNN-180671;CNN-190845;CNN-198765;CNN-202317;CNN-230184;CNN-265956;CNN-265958;CNN-265973;CNN-265997
David Walker,0,has-page,AMBIGUOUS,46,2,22,24,2,0,0,20,6,0,0,"DAVID WALKER, CNN ANCHOR",ANCHOR,no,"DAVID WALKER, CEO, COMEBACK AMERICA INITIATIVE",label:CNN-161195;CNN-161225;CNN-162330,"DAVID WALKER, CNN ANCHOR",label:CNN-1279;CNN-9218;CNN-95004,3,3,3214,0.08,20,2008-08-09,2017-05-28,CNN-116550;CNN-116598;CNN-119607;CNN-119659;CNN-119708;CNN-120305;CNN-127755;CNN-127761;CNN-127815;CNN-128758;CNN-131087;CNN-134985;CNN-135112;CNN-135325;CNN-135401;CNN-135516;CNN-135558;CNN-135830;CNN-135833;CNN-141228;CNN-145497;CNN-145591;CNN-145638;CNN-147581;CNN-148267
Eugene Fidell,0,has-page,AMBIGUOUS,52,1,41,11,1,0,0,20,3,0,0,"EUGENE FIDELL, CNN MILITARY LEGAL ANALYST",CNN,no,"EUGENE FIDELL, MILITARY LAW ATTORNEY",label:CNN-46304;CNN-83923;CNN-83926,"EUGENE FIDELL, CNN MILITARY LEGAL ANALYST",label:CNN-211453,3,3,2120,0.13,32,2007-02-06,2012-11-26,CNN-1001;CNN-101639;CNN-103576;CNN-103579;CNN-103598;CNN-108084;CNN-112539;CNN-114321;CNN-114322;CNN-117593;CNN-120168;CNN-122742;CNN-122837;CNN-128728;CNN-144759;CNN-146267;CNN-146667;CNN-211453;CNN-211989;CNN-213214;CNN-223083;CNN-232316;CNN-233033;CNN-234714;CNN-234722
Zeke Emanuel,0,has-page,AMBIGUOUS,24,6,9,15,6,0,0,20,12,0,0,"DR. ZEKE EMANUEL, CNN CONTRIBUTOR",CNN,no,"DR. ZEKE EMANUEL, FORMER WHITE HOUSE HEALTH POLICY ADVISER UNDER PRESIDENT OBAMA",label:CNN-394009;CNN-394391;CNN-394803,"DR. ZEKE EMANUEL, CNN CONTRIBUTOR",label:CNN-323413;CNN-323565;CNN-323792,3,3,1157,0.07,11,2016-05-31,2019-08-01,CNN-323413;CNN-323565;CNN-323792;CNN-323999;CNN-326079;CNN-334068;CNN-339813;CNN-339930;CNN-353847;CNN-357154;CNN-365882;CNN-393676;CNN-394009;CNN-394060;CNN-394063;CNN-394114;CNN-394265;CNN-394391;CNN-394803;CNN-395239;CNN-395262;CNN-395289;CNN-395511;CNN-402983;CNN-402984
Mary Robinson,0,has-page,AMBIGUOUS,38,2,25,13,2,0,0,20,6,0,0,"MARY ROBINSON, CNN HERO",CNN,no,"Ms. MARY ROBINSON (Former President, Ireland)",label:NPR-4276,"MARY ROBINSON, CNN HERO",label:CNN-364589;CNN-364615;CNN-364624,3,3,2499,0.14,22,2010-06-08,2017-04-11,CNN-11830;CNN-31849;CNN-364481;CNN-364589;CNN-364615;CNN-364624;CNN-364715;CNN-370471;CNN-370506;CNN-370546;CNN-377901;CNN-38661;CNN-386879;CNN-38701;CNN-38728;CNN-387430;CNN-39047;CNN-403830;CNN-403984;CNN-43712;CNN-4392;CNN-44061;CNN-44083;CNN-47451;CNN-5605
John Harwood,0,has-page,AMBIGUOUS,46,14,36,10,11,2,1,20,17,0,0,"JOHN HARWOOD, CNN WHITE HOUSE CORRESPONDENT",CORRESPONDENT,no,"JOHN HARWOOD, ""THE WALL STREET JOURNAL""",label:CNN-28149;CNN-86198;CNN-86618,"JOHN HARWOOD, CNN WHITE HOUSE CORRESPONDENT",label:CNN-390957;CNN-391002;CNN-391026,3,3,4298,0.09,17,2005-10-13,2017-07-20,CNN-126554;CNN-127561;CNN-174979;CNN-175543;CNN-175618;CNN-175633;CNN-175670;CNN-175676;CNN-178799;CNN-20625;CNN-267848;CNN-267864;CNN-267867;CNN-267868;CNN-268177;CNN-268207;CNN-28149;CNN-401803;CNN-63355;CNN-64523;CNN-82364;CNN-83264;CNN-86198;CNN-86419;CNN-86618
Robert Jeffress,0,has-page,AMBIGUOUS,36,1,8,28,1,0,0,20,3,0,0,"DR. ROBERT JEFFRESS, RADIO/TV HOST",HOST,no,"ROBERT JEFFRESS, AUTHOR, ""WHEN FORGIVENESS DOESN'T MAKE SENSE""",label:CNN-60241,"Shortly after introducing Governor Perry to the crowd of social conservatives, Texas Pastor Robert Jeffress talked to reporters saying Republicans should not take Mitt Romney as their nominee because he is Mormon, a religion the pastor described as a cult.","utterance[T.J. HOLMES, CNN ANCHOR]:CNN-173735",3,3,840,0.09,15,2016-10-16,2019-02-03,CNN-100812;CNN-159323;CNN-166470;CNN-173646;CNN-173647;CNN-173692;CNN-173694;CNN-173698;CNN-173703;CNN-173708;CNN-173722;CNN-173726;CNN-173728;CNN-173732;CNN-173735;CNN-173752;CNN-173775;CNN-173782;CNN-173783;CNN-173788;CNN-173796;CNN-173801;CNN-173826;CNN-173828;CNN-174198
Mike Thompson,0,has-page,AMBIGUOUS,31,1,22,9,1,0,0,20,3,0,0,"MIKE THOMPSON, BYLINE",BYLINE,no,"Mr. MIKE THOMPSON (Managing Director, Standard and Poor's)",label:NPR-37619,"MIKE THOMPSON, BYLINE",label:NPR-12435,3,3,385,0.15,17,2010-10-13,2011-11-02,CNN-118572;CNN-120885;CNN-120927;CNN-174469;CNN-175105;CNN-175187;CNN-198737;CNN-199403;CNN-207161;CNN-208999;CNN-224312;CNN-273045;CNN-332954;CNN-332971;CNN-334715;CNN-334728;CNN-334751;CNN-61029;CNN-61050;CNN-61053;CNN-61058;CNN-78670;NPR-37619;NPR-3985;NPR-6781
Shawn Johnson,0,has-page,AMBIGUOUS,13,5,4,9,1,4,0,20,11,0,0,"SHAWN JOHNSON, BYLINE",BYLINE,no,"Ron Elving, senior Washington editor, NPR Shawn Johnson, state capitol reporter, Wisconsin Public Radio Bob Vander Plaats, CEO, The Family Leader",summary:NPR-1535,"SHAWN JOHNSON, BYLINE",label:NPR-2508;NPR-6409;NPR-10919,3,3,364,0.43,7,2011-04-06,2012-04-04,CNN-129662;CNN-129673;CNN-193652;CNN-196559;CNN-197824;CNN-198241;CNN-259759;CNN-290607;NPR-11577;NPR-1535;NPR-33433;NPR-41533;NPR-42577;NPR-46873
Kara Swisher,0,has-page,AMBIGUOUS,35,2,23,12,2,0,0,20,6,0,0,"KARA SWISHER, BYLINE",BYLINE,no,"KARA SWISHER, CO-FOUNDER, RECODE",label:CNN-304234;CNN-313454;CNN-318593,"KARA SWISHER, BYLINE",label:NPR-1790,3,3,444,0.22,14,2017-06-21,2018-09-08,CNN-189620;CNN-300635;CNN-304234;CNN-304356;CNN-313424;CNN-313454;CNN-316443;CNN-318593;CNN-318600;CNN-345490;CNN-345498;CNN-345516;CNN-345522;CNN-353391;CNN-354186;CNN-357550;CNN-364066;CNN-365636;CNN-397104;CNN-58450;CNN-839;NPR-14768;NPR-25947;NPR-29568;NPR-4334
Jerry Capeci,0,has-page,AMBIGUOUS,11,1,5,6,1,0,0,20,3,0,0,"Mr. JERRY CAPECI (Reporter, New York Sun and Ganglandnews.com)",REPORTER,no,"Mr. JERRY CAPECI (Reporter, New York Sun and Ganglandnews.com)",label:NPR-14236,Mafia expert Jerry Capeci talks with Madeleine Brand about why the jury might be unable to reach a decision.,summary:NPR-47463,3,3,667,0.43,4,2005-08-10,2007-06-08,CNN-28732;CNN-55388;CNN-55694;CNN-55977;NPR-4281;NPR-47463;NPR-6368
Kim Masters,0,has-page,AMBIGUOUS,29,25,26,3,21,1,3,18,17,0,0,KIM MASTERS reporting,BYLINE,review,"KIM MASTERS, EDITOR-AT-LARGE, THE HOLLYWOOD REPORTER",label:CNN-249684;CNN-323465;CNN-323671,"KIM MASTERS, BYLINE",label:NPR-27974;NPR-47286,32,32,4826,0.92,9,2006-01-26,2019-04-14,CNN-12267;CNN-27472;CNN-54326;CNN-96856;NPR-10951;NPR-16067;NPR-18785;NPR-19040;NPR-19412;NPR-22845;NPR-24513;NPR-25372;NPR-278;NPR-29930;NPR-30314;NPR-31194;NPR-32749;NPR-33874;NPR-34117;NPR-34208;NPR-34685;NPR-34722;NPR-35618;NPR-35676;NPR-35678
Mark Jordan Legan,0,has-page,AMBIGUOUS,45,3,42,3,1,2,0,18,7,0,0,MARK JORDAN LEGAN reporting,REPORTING,review,Mr. MARK JORDAN LEGAN (Slate),label:NPR-1778;NPR-7334;NPR-45903,Mark Jordan Legan spoke to real-life movie-goers about their favorites to take home the statuettes.,summary:NPR-8653,31,31,1154,1.0,1,2006-01-20,2009-03-19,NPR-10076;NPR-103;NPR-10469;NPR-1227;NPR-13262;NPR-13399;NPR-13589;NPR-13713;NPR-14;NPR-14175;NPR-14299;NPR-14788;NPR-14909;NPR-14980;NPR-15146;NPR-15394;NPR-1593;NPR-16041;NPR-16834;NPR-17217;NPR-1778;NPR-1902;NPR-215;NPR-3389;NPR-351
Andrei Codrescu,0,has-page,AMBIGUOUS,22,65,19,3,5,2,58,18,20,0,0,"ANDREI CODRESCU, BYLINE",BYLINE,review,"Mr. ANDREI CODRESCU (Author, ""Whatever Gets You Through The Night"")",label:NPR-32733,"ANDREI CODRESCU, BYLINE",label:NPR-15554;NPR-19799;NPR-27834,15,15,2276,1.0,1,2005-05-26,2011-08-19,NPR-27022;NPR-32513;NPR-32733;NPR-33657;NPR-33919;NPR-34150;NPR-34329;NPR-34494;NPR-34576;NPR-35153;NPR-35842;NPR-36075;NPR-36343;NPR-36933;NPR-41374;NPR-41452;NPR-41559;NPR-41823;NPR-42405;NPR-42651;NPR-42753;NPR-42768;NPR-42807;NPR-42991;NPR-43121
Ramesh Ponnuru,0,has-page,AMBIGUOUS,72,1,69,3,1,0,0,18,3,0,0,"RAMESH PONNURU, BYLINE",BYLINE,no,"RAMESH PONNURU, ""NATIONAL REVIEW""",label:CNN-1843;CNN-19052;CNN-19555,"RAMESH PONNURU, BYLINE",label:NPR-24838;NPR-25856,14,14,3318,0.24,27,2010-08-20,2019-09-20,CNN-111469;CNN-111474;CNN-111484;CNN-111485;CNN-113521;CNN-123644;CNN-124767;CNN-124990;CNN-125819;CNN-128434;CNN-129413;CNN-131156;CNN-131541;CNN-131624;CNN-157908;CNN-159750;CNN-16617;CNN-166814;CNN-172570;CNN-177192;CNN-177738;CNN-182344;CNN-182952;CNN-1843;CNN-186413
